Admission Number,Date of Transaction,Invoice ID,Fee head,Fee term,Original Fee Amount,Concession Applied,Final Amount (paid),concession name,Payment Mode,Collected By ID
10002322,4/2/25,935,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002322,4/2/25,935,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002322,4/2/25,935,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003200,4/2/25,934,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003200,4/2/25,934,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003200,4/2/25,934,Tuition Fees,April,2500,300,2200,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002794,4/2/25,933,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002794,4/2/25,933,Term Charges,April,4300,,4300,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002794,4/2/25,933,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002634,4/2/25,932,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002634,4/2/25,932,Term Charges,April,4300,,4300,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002634,4/2/25,932,Tuition Fees,April,3500,,3500,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001866,4/2/25,931,Term Charges,April,4600,,4600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001866,4/2/25,931,CAPS Workshop,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001866,4/2/25,931,Tuition Fees,April,3800,,3800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001866,4/2/25,931,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002031,4/2/25,930,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002031,4/2/25,930,Term Charges,April,4600,,4600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002031,4/2/25,930,Tuition Fees,April,3800,525,3275,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002031,4/2/25,930,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002031,4/2/25,930,WonderSkill Workshop,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001210,4/2/25,929,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001210,4/2/25,929,Term Charges,April,4000,,4000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001210,4/2/25,929,CAPS Workshop,April,2000,,2000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001210,4/2/25,929,Tuition Fees,April,4500,,4500,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001210,4/2/25,929,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003358,4/2/25,928,Term Charges,April,4300,,4300,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003358,4/2/25,928,Tuition Fees,April,3500,,3500,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003358,4/2/25,928,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003358,4/2/25,928,Admission Fee,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003358,2/4/25,927,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003358,2/4/25,927,Admission Fee,April,10000,,10000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003358,2/4/25,927,Security,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002883,4/2/25,926,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002883,4/2/25,926,Term Charges,April,3300,,3300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002883,4/2/25,926,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002883,4/2/25,926,Tuition Fees,April,4300,1500,2800,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002883,4/2/25,926,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001140,4/2/25,925,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001140,4/2/25,925,Term Charges,April,3300,,3300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001140,4/2/25,925,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001140,4/2/25,925,Tuition Fees,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001140,4/2/25,925,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003434,4/2/25,924,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003434,4/2/25,924,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003434,4/2/25,924,Tuition Fees,April,2500,375,2125,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003434,4/2/25,924,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003434,4/2/25,924,Security,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003434,4/2/25,923,Admission Fee,April,4000,,4000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,Annual Fund,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,Term Charges,April,3300,,3300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,Tuition Fees,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,Tuition Fees,May + June,8600,,8600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,Tuition Fees,July + August,8600,,8600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,Tuition Fees,September + October,8600,,8600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,Term Charges,November,3300,,3300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,Tuition Fees,November,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,Tuition Fees,December + January,8600,,8600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001017,4/2/25,922,Tuition Fees,February + March,8600,,8600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001137,4/2/25,921,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001137,4/2/25,921,Term Charges,April,4000,,4000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001137,4/2/25,921,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001137,4/2/25,921,Tuition Fees,April,4500,,4500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001137,4/2/25,921,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002275,4/2/25,920,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002275,4/2/25,920,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002275,4/2/25,920,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002275,4/2/25,920,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003433,4/2/25,919,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003433,4/2/25,919,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003433,4/2/25,919,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003433,4/2/25,919,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003433,4/2/25,919,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003433,4/2/25,919,Admission Fee,April,4000,,4000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003433,4/2/25,919,Security,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003432,4/2/25,918,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003432,4/2/25,918,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003432,4/2/25,918,Tuition Fees,April,2500,1500,1000,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003432,4/2/25,918,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003432,4/2/25,918,Admission Fee,April,4000,,4000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003432,4/2/25,918,Security,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003432,4/2/25,918,Tuition Fees,May + June,5000,3000,530,Staff Concession 1500,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001807,4/2/25,917,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001807,4/2/25,917,Term Charges,April,4600,,4600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001807,4/2/25,917,Tuition Fees,April,3800,,3800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001807,4/2/25,917,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001807,4/2/25,917,WonderSkill Workshop,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002041,4/2/25,916,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002041,4/2/25,916,Term Charges,April,4300,,4300,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002041,4/2/25,916,Tuition Fees,April,3500,,3500,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002041,4/2/25,916,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003259,4/2/25,915,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003259,4/2/25,915,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003259,4/2/25,915,Tuition Fees,April,2800,300,2500,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003259,4/2/25,915,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002656,4/2/25,914,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002656,4/2/25,914,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002656,4/2/25,914,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002656,4/2/25,914,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002740,4/2/25,913,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002740,4/2/25,913,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002740,4/2/25,913,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003235,4/2/25,912,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003235,4/2/25,912,Tuition Fees,April,2500,,2200,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003235,4/2/25,912,Tuition Fees,April,2500,300,2200,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003235,4/2/25,912,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002068,4/2/25,911,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002068,4/2/25,911,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002068,4/2/25,911,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002068,4/2/25,911,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10001328,4/2/25,910,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001328,4/2/25,910,Term Charges,April,4800,,4800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001328,4/2/25,910,CAPS Workshop,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001328,4/2/25,910,Tuition Fees,April,4000,,4000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002706,4/2/25,909,Annual Fund,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002706,4/2/25,909,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002706,4/2/25,909,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002706,4/2/25,909,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002706,4/2/25,909,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002706,4/2/25,909,Tuition Fees,May + June,7600,,7600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002706,4/2/25,909,Tuition Fees,July + August,7600,,7600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002706,4/2/25,909,Tuition Fees,September + October,7600,,7600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002706,4/2/25,909,Term Charges,November,4600,,4600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002706,4/2/25,909,Tuition Fees,November,3800,,3800,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002706,4/2/25,909,Tuition Fees,December + January,7600,,7600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002706,4/2/25,909,Tuition Fees,February + March,7600,,7600,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003004,4/2/25,908,Annual Fund,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003004,4/2/25,908,Term Charges,April,4300,,4300,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003004,4/2/25,908,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10003004,4/2/25,908,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003004,4/2/25,908,Tuition Fees,May + June,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10003004,4/2/25,908,Tuition Fees,July + August,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10003004,4/2/25,908,Tuition Fees,September + October,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10003004,4/2/25,908,Term Charges,November,4300,,4300,,Cash,cmd3fq0hm00037ifw68pdxd2t
10003004,4/2/25,908,Tuition Fees,November,3500,525,2975,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10003004,4/2/25,908,Tuition Fees,December + January,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10003004,4/2/25,908,Tuition Fees,February + March,7000,1050,5950,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,Annual Fund,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,Term Charges,April,4600,,4600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,Tuition Fees,April,3800,,3800,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,WonderSkill Workshop,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,Tuition Fees,May + June,7600,,7600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,Tuition Fees,July + August,7600,,7600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,Tuition Fees,September + October,7600,,7600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,Term Charges,November,4600,,4600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,Tuition Fees,November,3800,,3800,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,Tuition Fees,December + January,7600,,7600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002316,4/2/25,907,Tuition Fees,February + March,7600,,7600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002957,4/2/25,906,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002957,4/2/25,906,Tuition Fees,April,3500,,2800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002957,4/2/25,906,Tuition Fees,April,3500,700,2800,Sibling Concession 20% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002957,4/2/25,906,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003205,4/2/25,905,Term Charges,April,1900,,1900,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003205,4/2/25,905,Tuition Fees,April,2500,,2000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003205,4/2/25,905,Tuition Fees,April,2500,500,2000,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003205,4/2/25,905,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002454,4/2/25,904,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002454,4/2/25,904,Term Charges,April,4600,,4600,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002454,4/2/25,904,Tuition Fees,April,3800,,3800,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002454,4/2/25,904,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002454,4/2/25,904,WonderSkill Workshop,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002253,4/2/25,903,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002253,4/2/25,903,Term Charges,April,4300,,4300,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002253,4/2/25,903,Tuition Fees,April,3500,525,2975,Sibling Concession 15%,Cash,cmd3fq0hm00037ifw68pdxd2t
10002253,4/2/25,903,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001581,4/2/25,902,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001581,4/2/25,902,Term Charges,April,4800,,4800,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001581,4/2/25,902,CAPS Workshop,April,2000,,2000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001581,4/2/25,902,Tuition Fees,April,4000,,4000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001581,4/2/25,902,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10001188,4/2/25,901,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001188,4/2/25,901,Term Charges,April,4800,,4800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001188,4/2/25,901,CAPS Workshop,April,2000,,2000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001188,4/2/25,901,Tuition Fees,April,4000,,4000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001188,4/2/25,901,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002119,4/2/25,900,Annual Fund,April,5000,,5000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002119,4/2/25,900,Term Charges,April,4600,,4600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002119,4/2/25,900,Tuition Fees,April,3800,760,3040,Sibling Concession 20%,Cash,cmd3fp3ok00027ifwvb3nbrat
10002119,4/2/25,900,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002119,4/2/25,900,WonderSkill Workshop,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10001255,4/2/25,899,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001255,4/2/25,899,Term Charges,April,4800,,4800,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001255,4/2/25,899,CAPS Workshop,April,2000,,2000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001255,4/2/25,899,Tuition Fees,April,4000,,4000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10001255,4/2/25,899,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002714,4/2/25,898,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002714,4/2/25,898,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002714,4/2/25,898,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002714,4/2/25,898,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003031,4/2/25,897,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003031,4/2/25,897,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10003031,4/2/25,897,Tuition Fees,April,3500,420,3080,Sibling Concession 15% (Custom Fixed),Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002450,4/2/25,896,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002450,4/2/25,896,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002450,4/2/25,896,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002450,4/2/25,896,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
10002284,4/2/25,895,Term Charges,April,4600,,4600,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002284,4/2/25,895,Tuition Fees,April,3800,,3800,,Cash,cmd3fp3ok00027ifwvb3nbrat
10002284,4/2/25,895,Parent Orientation,April,1000,,1000,,Cash,cmd3fp3ok00027ifwvb3nbrat
10003028,4/2/25,894,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003028,4/2/25,894,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003028,4/2/25,894,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003028,4/2/25,894,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002447,4/2/25,893,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002447,4/2/25,893,Term Charges,April,4300,,4300,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002447,4/2/25,893,Tuition Fees,April,3500,,3500,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002447,4/2/25,893,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002965,4/2/25,892,Annual Fund,April,5000,,5000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002965,4/2/25,892,Term Charges,April,4600,,4600,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002965,4/2/25,892,CAPS Workshop,April,2000,,2000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002965,4/2/25,892,Tuition Fees,April,3800,,3800,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002965,4/2/25,892,Parent Orientation,April,1000,,1000,,Cash,cmd3fq0hm00037ifw68pdxd2t
10002820,4/2/25,891,Annual Fund,April,5000,,5000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002820,4/2/25,891,Term Charges,April,4300,,4300,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002820,4/2/25,891,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10002820,4/2/25,891,Parent Orientation,April,1000,,1000,,Wallet/UPI/QR,cmd3fq0hm00037ifw68pdxd2t
10003431,4/2/25,889,Tuition Fees,April,2500,,2500,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003431,4/2/25,889,Parent Orientation,April,1000,,1000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003431,4/2/25,889,Admission Fee,April,4000,,4000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003431,4/2/25,889,Security,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003431,4/2/25,889,Annual Fund,April,5000,,5000,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10003431,4/2/25,889,Term Charges,April,1900,,1900,,Credit/Debit Card,cmd3fq0hm00037ifw68pdxd2t
10002421,4/2/25,888,Tuition Fees,April,3500,,3500,,Wallet/UPI/QR,cmd3fp3ok00027ifwvb3nbrat
