Original Concession Category,Clarified Concession Category
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Admission Fee 12000,Admission Fee 12000
security 5000,Security 5000
Admission Fee 12000,Admission Fee 12000
security 5000,Security 5000
Annual Charges 5000,Annual Charges 5000
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Majra Branch Concession 4000 in Adm fee,Majra Branch Concession 4000 In Adm Fee
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
School Concession,School Concession
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
Staff Concession 1500,Staff Concession 1500
School Concession 6000 Adm Fee,School Concession 6000 Adm Fee
Merit Scholarship-8000 in Adm. Fee,Merit Scholarship-8000 In Adm. Fee
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
Sibling Concession 15%,Sibling Concession - 15% discount on applicable fee
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Sibling Concession 20%,Sibling Concession 20%
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
Advance Fee Deposit Discount 4000 ,Advance Fee Deposit Discount 4000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
School Concession on Annual Charges 5000,School Concession On Annual Charges 5000
